County,Street Address,City,State,Zip
Richland                ,"458 Park Ave., W.                                                                                                       ",Mansfield                           ,OH,
Richland                ,"462 Park Ave., W.                                                                                                       ",Mansfield                           ,OH,
Richland                ,"240 Park Ave., W.                                                                                                       ",Mansfield                           ,OH,
Richland                ,"252-254 Park Ave., W.                                                                                                   ",Mansfield                           ,OH,
Richland                ,"309 Park Ave., W.                                                                                                       ",Mansfield                           ,OH,
Richland                ,"415 Park Ave., W.                                                                                                       ",Mansfield                           ,OH,
Richland                ,34 Sturges Ave.                                                                                                         ,Mansfield                           ,OH,
Richland                ,"378 Park Ave., W.                                                                                                       ",Mansfield                           ,OH,
Richland                ,160 N. Main St.                                                                                                         ,Mansfield                           ,OH,
Richland                ,"283 Park Ave., W.                                                                                                       ",Mansfield                           ,OH,
Richland                ,"429 Park Ave., W.                                                                                                       ",Mansfield                           ,OH,
Richland                ,"437 Park Ave., W.                                                                                                       ",Mansfield                           ,OH,
Richland                ,"564 Park Ave., W.                                                                                                       ",Mansfield                           ,OH,
Richland                ,25 E. Main St.                                                                                                          ,Shiloh                              ,OH,
Richland                ,47 Delaware St. and 51 W. Church St.                                                                                    ,Lexington                           ,OH,
Richland                ,"53 Park Ave., W.                                                                                                        ",Mansfield                           ,OH,
Richland                ,"681 Park Ave., W.                                                                                                       ",Mansfield                           ,OH,
Richland                ,"343 Park Ave., W.                                                                                                       ",Mansfield                           ,OH,
Richland                ,174 Main St.                                                                                                            ,Bellville                           ,OH,
Richland                ,21 E. Fourth St.                                                                                                        ,Mansfield                           ,OH,
Richland                ,"608 Park Ave., W.                                                                                                       ",Mansfield                           ,OH,
Richland                ,"900 Park Ave., W.                                                                                                       ",Mansfield                           ,OH,
Richland                ,"428 Park Ave., W.                                                                                                       ",Mansfield                           ,OH,
Richland                ,291 N. Stewart Rd.                                                                                                      ,Mansfield                           ,OH,
Richland                ,SE of Lucas on Pleasant Valley Rd.                                                                                      ,Lucas                               ,OH,
Richland                ,"South Par, W. of Brinkeroff Ave.                                                                                        ",Mansfield                           ,OH,
Richland                ,4 W. Fourth St.                                                                                                         ,Mansfield                           ,OH,
Richland                ,"145 Park Ave., W.                                                                                                       ",Mansfield                           ,OH,
Richland                ,"228 Park Ave., W.                                                                                                       ",Mansfield                           ,OH,
Richland                ,34 N. Gamble St.                                                                                                        ,Shelby                              ,OH,
Richland                ,22--32 S. Park St.                                                                                                      ,Mansfield                           ,OH,
Richland                ,168 Buckingham St.                                                                                                      ,Mansfield                           ,OH,
Richland                ,2 S. Main St.                                                                                                           ,Mansfield                           ,OH,
Richland                ,West St. and Raymond Ave.                                                                                               ,Shelby                              ,OH,
Richland                ,310 Springmill St.                                                                                                      ,Mansfield                           ,OH,
Richland                ,Olivesburg Rd.                                                                                                          ,Mansfield                           ,OH,
Richland                ,"136 Park Ave., W.                                                                                                       ",Mansfield                           ,OH,
Richland                ,"337 Park Ave., W.                                                                                                       ",Mansfield                           ,OH,
Richland                ,"365 Park Ave., W.                                                                                                       ",Mansfield                           ,OH,
Richland                ,"296 Park Ave., W.                                                                                                       ",Mansfield                           ,OH,
Richland                ,Greenlawn Cemetery                                                                                                      ,Plymouth                            ,OH,
Richland                ,"Bounded by Marion Ave., Millsboro and Trimble Rds.                                                                      ",Mansfield                           ,OH,
Richland                ,3220 Mansfield-Olivesburg Rd.                                                                                           ,Mansfield                           ,OH,
Richland                ,"3 Park Ave., W.                                                                                                         ",Mansfield                           ,OH,
Richland                ,181 S. Main St.                                                                                                         ,Mansfield                           ,OH,
Richland                ,NE of Butler on SR 349.                                                                                                 ,Butler                              ,OH,
Richland                ,OH 61                                                                                                                   ,Bethlehem                           ,OH,
Richland                ,"544 Park Ave., W.                                                                                                       ",Mansfield                           ,OH,
Richland                ,Frontz Rd.                                                                                                              ,Perrysville                         ,OH,
Richland                ,E. and W. Main Sts.                                                                                                     ,Shelby                              ,OH,
Richland                ,"699 Park Ave., W.                                                                                                       ",Mansfield                           ,OH,
Richland                ,"36 Park Ave., W.                                                                                                        ",Mansfield                           ,OH,
Richland                ,3560 Park Ave. W                                                                                                        ,Ontario                             ,OH,
Richland                ,54 S. Mulberry St                                                                                                       ,Mansfield                           ,OH,
Richland                ,"13 Park Ave., W.                                                                                                        ",Mansfield                           ,OH,
Richland                ,"317 Park Ave., W.                                                                                                       ",Mansfield                           ,OH,
Richland                ,"308 Park Ave., W.                                                                                                       ",Mansfield                           ,OH,
Richland                ,49 Railroad St.                                                                                                         ,Plymouth                            ,OH,
Richland                ,"234 Park Ave., W.                                                                                                       ",Mansfield                           ,OH,
Richland                ,211 N. Main St.                                                                                                         ,Mansfield                           ,OH,
Richland                ,"350 Park Ave., W.                                                                                                       ",Mansfield                           ,OH,
Stark                   ,502 E. Main St.                                                                                                         ,Alliance                            ,OH,
Stark                   ,N of Canton at 7225 N. Market Ave.                                                                                      ,Canton                              ,OH,
Stark                   ,"519 Cleveland Ave, SW.                                                                                                  ",Canton                              ,OH,
Stark                   ,137 Court Ave. SW                                                                                                       ,Canton                              ,OH,
Stark                   ,"4522 7th St., SW.                                                                                                       ",Canton                              ,OH,
Stark                   ,45 S. Wabash Ave.                                                                                                       ,Brewster                            ,OH,
Stark                   ,"Ohio-Erie Canal, Market, Canal, Cherry and High Sts.                                                                    ",Canal Fulton                        ,OH,
Stark                   ,"236 3rd St., SW.                                                                                                        ",Canton                              ,OH,
Stark                   ,"205 Market Ave., S                                                                                                      ",Canton                              ,OH,
Stark                   ,8410 Lincoln St. SE                                                                                                     ,East Canton                         ,OH,
Stark                   ,1435 Market Ave. N.                                                                                                     ,Canton                              ,OH,
Stark                   ,"122 Market Ave., N                                                                                                      ",Canton                              ,OH,
Stark                   ,5120 Plain center N.E.                                                                                                  ,Canton                              ,OH,
Stark                   ,243 E. Main St.                                                                                                         ,Alliance                            ,OH,
Stark                   ,601 S. Market St.                                                                                                       ,Canton                              ,OH,
Stark                   ,840 N. Park Ave.                                                                                                        ,Alliance                            ,OH,
Stark                   ,261 N. Main St.                                                                                                         ,Magnolia                            ,OH,
Stark                   ,606 McKinley Ave. SW                                                                                                    ,Canton                              ,OH,
Stark                   ,"2814 West Dale Rd., NW.                                                                                                 ",Canton                              ,OH,
Stark                   ,205 and 331 Market Avenue South                                                                                         ,Canton                              ,OH,
Stark                   ,"120 Cleveland Ave., SW                                                                                                  ",Canton                              ,OH,
Stark                   ,301 Lincoln Way E.                                                                                                      ,Massillon                           ,OH,
Stark                   ,470 E. Broadway St.                                                                                                     ,Alliance                            ,OH,
Stark                   ,11 Lincoln Way W                                                                                                        ,Massillon                           ,OH,
Stark                   ,901 and 909 E. Tuscarawas St.                                                                                           ,Canton                              ,OH,
Stark                   ,"210 4th St., NE.                                                                                                        ",Massillon                           ,OH,
Stark                   ,"Roughly bounded by 3rd, 5th and Cherry St. and Federal Ave.                                                             ",Massillon                           ,OH,
Stark                   ,"534 Cleveland Ave., SW                                                                                                  ",Canton                              ,OH,
Stark                   ,2410 Cleveland Ave.                                                                                                     ,Canton                              ,OH,
Stark                   ,1025 S. Union Ave.                                                                                                      ,Alliance                            ,OH,
Stark                   ,186 W. Market St.                                                                                                       ,Alliance                            ,OH,
Stark                   ,101 N. Prospect St.                                                                                                     ,Hartville                           ,OH,
Stark                   ,2206 Thirteenth St. NE                                                                                                  ,Canton                              ,OH,
Stark                   ,101 11th St. SE                                                                                                         ,Canton                              ,OH,
Stark                   ,101 E. Maple St.                                                                                                        ,North Canton                        ,OH,
Stark                   ,S of North Canton on Easton St                                                                                          ,North Canton                        ,OH,
Stark                   ,209 W. Tuscarawas Ave.                                                                                                  ,Canton                              ,OH,
Stark                   ,55--59 Lincoln Way E.                                                                                                   ,Massillon                           ,OH,
Stark                   ,E of Uniontown at 1101 Lake Center St.                                                                                  ,Uniontown                           ,OH,
Stark                   ,501 E. Tuscarawas St.                                                                                                   ,Canton                              ,OH,
Stark                   ,202 S. Market St                                                                                                        ,Navarre                             ,OH,
Stark                   ,"Roughly bounded by Chapel, Lincoln, St. Louis Ct., Nickelplate, E. Gorgas, & Center Ct.                                 ",Louisville                          ,OH,
Stark                   ,1627 Market Ave. N.                                                                                                     ,Canton                              ,OH,
Stark                   ,1827 Erie St. S.                                                                                                        ,Massillon                           ,OH,
Stark                   ,Address Restricted                                                                                                      ,Alliance                            ,OH,
Stark                   ,"7th St., NW.                                                                                                            ",Canton                              ,OH,
Stark                   ,401 W. Tuscarawas St.                                                                                                   ,Canton                              ,OH,
Stark                   ,9677 Cleveland Ave. NW.                                                                                                 ,Greentown                           ,OH,
Stark                   ,"Hartshorn St., Miller and Aultman Aves.                                                                                 ",Alliance                            ,OH,
Stark                   ,14722 Ravenna Ave.                                                                                                      ,New Baltimore                       ,OH,
Stark                   ,800 N. Market St.                                                                                                       ,Canton                              ,OH,
Stark                   ,"2nd and Cleveland, NW                                                                                                   ",Canton                              ,OH,
Stark                   ,"605 Market Ave., N.                                                                                                     ",Canton                              ,OH,
Stark                   ,2700 Fairway Ln.                                                                                                        ,Alliance                            ,OH,
Stark                   ,303 Lawnford Ave.                                                                                                       ,Wilmot                              ,OH,
Stark                   ,"1414 Market Ave., N.                                                                                                    ",Canton                              ,OH,
Stark                   ,"Bounded by Gibbs Ave., Frazer Ave., 25th St., and 19th St.                                                              ",Canton                              ,OH,
Stark                   ,"6 & 10 Lintner Ct. NW; 14, 207, 212, 222, 228 & 232 Center St. W.                                                       ",Navarre                             ,OH,
Stark                   ,322 3rd St. SE.                                                                                                         ,Massillon                           ,OH,
Stark                   ,331 S. Market St.                                                                                                       ,Canton                              ,OH,
Stark                   ,134 6th St. SW                                                                                                          ,Canton                              ,OH,
Stark                   ,11810 Beeson St.                                                                                                        ,Alliance                            ,OH,
Stark                   ,N of Wilmot at 14091 Stoneford                                                                                          ,Wilmont                             ,OH,
Stark                   ,"W of Magnolia at jct. of Stark, Tuscarawas, and Carroll counties                                                        ",Magnolia                            ,OH,
Stark                   ,"Wales Rd., NE.                                                                                                          ",Massillon                           ,OH,
Stark                   ,400 Market Ave. N                                                                                                       ,Canton                              ,OH,
Stark                   ,"6th St. and McKinley Ave., NW.                                                                                          ",Canton                              ,OH,
Stark                   ,300 N. Chapel St.                                                                                                       ,Louisville                          ,OH,
Stark                   ,"206 Cherry Rd., NE                                                                                                      ",Massillon                           ,OH,
Stark                   ,"9669 Erie Ave., SW                                                                                                      ",Navarre                             ,OH,
Stark                   ,"720 Cleveland Ave., NW.                                                                                                 ",Canton                              ,OH,
Stark                   ,226 SE. 3rd St.                                                                                                         ,Massillon                           ,OH,
Stark                   ,330 W. Wooster St.                                                                                                      ,Navarre                             ,OH,
Stark                   ,Market and Tuscarawas Sts.                                                                                              ,Canton                              ,OH,
Stark                   ,13340 Congress Lake Rd.                                                                                                 ,Hartville                           ,OH,
Stark                   ,"3rd St., SE.                                                                                                            ",Canton                              ,OH,
Stark                   ,"13th St., NW and I-77                                                                                                   ",Canton                              ,OH,
Stark                   ,Jct. of Walnut St. and Main Ave.                                                                                        ,East Sparta                         ,OH,
Stark                   ,415 W. Tuscarawas St.                                                                                                   ,Canton                              ,OH,
Stark                   ,"Market Ave., bet. Sixth St. N and 2nd St. S., E to W variable Boundary                                                  ",Canton                              ,OH,
Stark                   ,3730 Market Ave. N.                                                                                                     ,Canton                              ,OH,
Stark                   ,131 E. Nassau St.                                                                                                       ,East Canton                         ,OH,
Stark                   ,Massillon St. (OH 62)                                                                                                   ,Wilmot                              ,OH,
Summit                  ,220 S. Balch St.                                                                                                        ,Akron                               ,OH,
Summit                  ,168 E. Market St.                                                                                                       ,Akron                               ,OH,
Summit                  ,69 E. Market St.                                                                                                        ,Akron                               ,OH,
Summit                  ,150 Glendale Ave.                                                                                                       ,Akron                               ,OH,
Summit                  ,80 W. Center St.                                                                                                        ,Akron                               ,OH,
Summit                  ,1800 Triplett Blvd.                                                                                                     ,Akron                               ,OH,
Summit                  ,323 East Ave.                                                                                                           ,Tallmadge                           ,OH,
Summit                  ,OH 619                                                                                                                  ,Barberton                           ,OH,
Summit                  ,115 3rd St.                                                                                                             ,Barberton                           ,OH,
Summit                  ,Austin Dr.                                                                                                              ,Barberton                           ,OH,
Summit                  ,365 Portsmouth Ave.                                                                                                     ,Barberton                           ,OH,
Summit                  ,Austin Dr.                                                                                                              ,Barberton                           ,OH,
Summit                  ,248 Robinson Ave.                                                                                                       ,Barberton                           ,OH,
Summit                  ,1041 W. Market St.                                                                                                      ,Akron                               ,OH,
Summit                  ,Address Restricted                                                                                                      ,Akron                               ,OH,
Summit                  ,805 Wye Rd.                                                                                                             ,Ghent                               ,OH,
Summit                  ,1241 N. Cleveland-Massilon Rd.                                                                                          ,Bath Center                         ,OH,
Summit                  ,4655 Akron-Medina Rd.                                                                                                   ,Ghent                               ,OH,
Summit                  ,3010 Hickory St.                                                                                                        ,Clinton                             ,OH,
Summit                  ,"Roughly, Riverview, Boston Mills and Stanford Rds. and Main St.                                                         ",Boston Mills                        ,OH,
Summit                  ,3486 Riverview Rd.                                                                                                      ,Cuyahoga Falls                      ,OH,
Summit                  ,1148 N Cleveland--Massillon Rd                                                                                          ,Akron                               ,OH,
Summit                  ,S of Peninsula at 3491 Akron Peninsula Rd.                                                                              ,Peninsula                           ,OH,
Summit                  ,Boston Mills Rd.                                                                                                        ,Boston                              ,OH,
Summit                  ,1842 Hines Hill Rd.                                                                                                     ,Hudson                              ,OH,
Summit                  ,3491 Akron--Peninsula Rd.                                                                                               ,Cuyahoga Falls                      ,OH,
Summit                  ,"Truxell Rd., SE of jct. with Peninsula Rd., Camp Manatoc                                                                ",Peninsula                           ,OH,
Summit                  ,"Truxell Rd., SE of jct. with Peninsula Rd., Camp Manatoc                                                                ",Peninsula                           ,OH,
Summit                  ,"Truxell Rd., SE of jct. with Peninsula Rd., Camp Manatoc                                                                ",Peninsula                           ,OH,
Summit                  ,"Truxell Rd., SE of jct. with Peninsula Rd., Camp Manatoc                                                                ",Peninsula                           ,OH,
Summit                  ,"Truxell Rd., SE of jct. with Peninsula Rd., Camp Manatoc                                                                ",Peninsula                           ,OH,
Summit                  ,1225 W. Market St.                                                                                                      ,Akron                               ,OH,
Summit                  ,"Roughly bounded by North, Howard, Innerbelt Rt. 59 and the canal from Locks 10 to 16, including discontiguous parts N   ",Akron                               ,OH,
Summit                  ,S of and in Cuyahoga Falls                                                                                              ,Cuyahoga Falls                      ,OH,
Summit                  ,Approx. along the Canal Channel parallel to Water St.                                                                   ,Clinton                             ,OH,
Summit                  ,2966 Brush Rd.                                                                                                          ,Richfield                           ,OH,
Summit                  ,744 Colette Dr.                                                                                                         ,Akron                               ,OH,
Summit                  ,3772 Copley Rd.                                                                                                         ,Copley                              ,OH,
Summit                  ,226 College St.                                                                                                         ,Hudson                              ,OH,
Summit                  ,2780 Oak Hill Dr.                                                                                                       ,Peninsula                           ,OH,
Summit                  ,2401 Ira Rd.                                                                                                            ,Peninsula                           ,OH,
Summit                  ,"3, 21 and 27 Fourth St., NW. and 8 Second St., NW.                                                                      ",Barberton                           ,OH,
Summit                  ,4965 Quick Rd.                                                                                                          ,Peninsula                           ,OH,
Summit                  ,131-137 E. Market St.                                                                                                   ,Akron                               ,OH,
Summit                  ,864 E. Market St.                                                                                                       ,Akron                               ,OH,
Summit                  ,"4731--4642 Riverview Rd. and 2151--2279 Everett Rd., Cuyahoga Valley National Recreation Area                           ",Peninsula                           ,OH,
Summit                  ,Address Restricted                                                                                                      ,Everett                             ,OH,
Summit                  ,1200 Firestone Pkwy.                                                                                                    ,Akron                               ,OH,
Summit                  ,292 E. Market St.                                                                                                       ,Akron                               ,OH,
Summit                  ,130 Broad Blvd.                                                                                                         ,Cuyahoga Falls                      ,OH,
Summit                  ,106 S. Main St.                                                                                                         ,Akron                               ,OH,
Summit                  ,Address Restricted                                                                                                      ,Akron                               ,OH,
Summit                  ,Furnace Run                                                                                                             ,Everett                             ,OH,
Summit                  ,406 Sumner St.                                                                                                          ,Akron                               ,OH,
Summit                  ,W side of Wye Rd. between Granger and Yellow Creek Rd                                                                   ,Ghent                               ,OH,
Summit                  ,150 Glendale Ave.                                                                                                       ,Akron                               ,OH,
Summit                  ,S side of the Akron Airport                                                                                             ,Akron                               ,OH,
Summit                  ,1201 E. Market St.                                                                                                      ,Akron                               ,OH,
Summit                  ,1144 E. Market St.                                                                                                      ,Akron                               ,OH,
Summit                  ,102 S. High St. & 52-58 E. Mill St.                                                                                     ,Akron                               ,OH,
Summit                  ,172 W. Bowery St.                                                                                                       ,Akron                               ,OH,
Summit                  ,3243 Ira Rd.                                                                                                            ,Bath                                ,OH,
Summit                  ,2686 Oak Hill Rd.                                                                                                       ,Bath                                ,OH,
Summit                  ,"Roughly along Oakland Ave., from Crestwood Ave. and Crosby St.                                                          ",Akron                               ,OH,
Summit                  ,4270 Bath Rd.                                                                                                           ,Bath Center                         ,OH,
Summit                  ,6521 Mt. Pleasant Rd.                                                                                                   ,Green                               ,OH,
Summit                  ,3891 Granger Rd.                                                                                                        ,Ghent                               ,OH,
Summit                  ,286 Cleveland-Massilon Rd.                                                                                              ,Ghent                               ,OH,
Summit                  ,299 Hametown Rd.                                                                                                        ,Ghent                               ,OH,
Summit                  ,60 Fir Hill                                                                                                             ,Akron                               ,OH,
Summit                  ,"Roughly bounded by College, Streetsboro, S. Main, and Baldwin Sts.                                                      ",Hudson                              ,OH,
Summit                  ,"Roughly bounded by Hudson St., Old Orchard Dr., Aurora St., Oviatt St., Streetsboro St., and College St. to Aurora      ",Hudson                              ,OH,
Summit                  ,7616 N 2nd Ave.                                                                                                         ,Clinton                             ,OH,
Summit                  ,2049 Bolanz Rd.                                                                                                         ,Cuyahoga Falls                      ,OH,
Summit                  ,250 College St.                                                                                                         ,Hudson                              ,OH,
Summit                  ,277 E. Mill St.                                                                                                         ,Akron                               ,OH,
Summit                  ,1946 Cleveland-Massilon Rd.                                                                                             ,Bath                                ,OH,
Summit                  ,696 Streetsboro Rd.                                                                                                     ,Peninsula                           ,OH,
Summit                  ,"701, 801, 1000 Truxell Rd. and 434 W. Streetsboro                                                                       ",Peninsula                           ,OH,
Summit                  ,1727 Medina Line Rd.                                                                                                    ,Bath                                ,OH,
Summit                  ,W of West Richfield off OH 303                                                                                          ,West Richfield                      ,OH,
Summit                  ,1904 Cleveland-Massilon Rd.                                                                                             ,Bath                                ,OH,
Summit                  ,2138 Cleveland--Massillon Rd                                                                                            ,Ghent                               ,OH,
Summit                  ,481 Cleveland-Massilon Rd.                                                                                              ,Ghent                               ,OH,
Summit                  ,"7843,7845,7847,7849,7851, and 7853 Main St.                                                                             ",Clinton                             ,OH,
Summit                  ,3.3 mi. N of Ira Rd.                                                                                                    ,Ira                                 ,OH,
Summit                  ,Approx. 400 ft. E of intersection of Riverview and Everett Rds.                                                         ,Everett                             ,OH,
Summit                  ,Deep Lock Q Quarry Metro Park                                                                                           ,Peninsula                           ,OH,
Summit                  ,off SR 303                                                                                                              ,Peninsula                           ,OH,
Summit                  ,Off SR 303                                                                                                              ,Peninsula                           ,OH,
Summit                  ,200 ft. E of Cuyahoga River and approx. 0.5 mi. S of Ohio Turnpike                                                      ,Peninsula                           ,OH,
Summit                  ,800 ft. N of Boston Mills                                                                                               ,Boston                              ,OH,
Summit                  ,1 mi. S of Highland Rd.                                                                                                 ,Boston                              ,OH,
Summit                  ,Highland Rd.                                                                                                            ,Sagamore Hills                      ,OH,
Summit                  ,Off SR 82                                                                                                               ,Sagamore Hills                      ,OH,
Summit                  ,182 S. Main St.                                                                                                         ,Akron                               ,OH,
